Contrast,A,B,Paired,Parametric,T,dof,alternative,p-unc,p-corr,p-adjust,BF10,cohen
motion_combo,angacc+angvel+linacc+linvel,angacc+linacc+linvel,True,True,0.2458322796856807,4.0,two-sided,0.8179108810611739,1.0,holm,0.408,0.06856050956784704
motion_combo,angacc+angvel+linacc+linvel,angacc+linvel,True,True,4.675240023520035,4.0,two-sided,0.009481240881060969,0.9860490516303408,holm,7.325,1.2954670181832544
motion_combo,angacc+angvel+linacc+linvel,angvel,True,True,4.548525259348203,4.0,two-sided,0.010429287590064869,1.0,holm,6.837,2.2541804653309314
motion_combo,angacc+angvel+linacc+linvel,angvel+linacc,True,True,2.988246480248848,4.0,two-sided,0.040408058850567655,1.0,holm,2.582,0.6440188665606958
motion_combo,angacc+angvel+linacc+linvel,angvel+linacc+linvel,True,True,-0.3077345841882307,4.0,two-sided,0.773642204144149,1.0,holm,0.413,-0.12102402291506692
motion_combo,angacc+angvel+linacc+linvel,angvel+linvel,True,True,2.674627937793714,4.0,two-sided,0.05553790886469478,1.0,holm,2.059,1.2474752414200407
motion_combo,angacc+angvel+linacc+linvel,linacc,True,True,1.353698065053456,4.0,two-sided,0.24726834919458207,1.0,holm,0.741,0.6731143153830081
motion_combo,angacc+angvel+linacc+linvel,linacc+linvel,True,True,1.3174021659599384,4.0,two-sided,0.2580971256921284,1.0,holm,0.721,0.6423972157777649
motion_combo,angacc+angvel+linacc+linvel,linvel,True,True,1.5888671650773718,4.0,two-sided,0.18728980567117848,1.0,holm,0.888,0.8824743555379932
motion_combo,angacc+angvel+linvel,angacc+linacc,True,True,0.010812841083014668,4.0,two-sided,0.9918905667145981,1.0,holm,0.397,0.002227446720103984
motion_combo,angacc+angvel+linvel,angacc+linacc+linvel,True,True,-1.9079974428062754,4.0,two-sided,0.129043394555396,1.0,holm,1.142,-0.6686494883754052
motion_combo,angacc+angvel+linvel,angacc+linvel,True,True,0.23684324295559736,4.0,two-sided,0.8244133368921945,1.0,holm,0.407,0.07574325827578622
motion_combo,angacc+angvel+linvel,angvel,True,True,1.71145467983353,4.0,two-sided,0.16216425551066496,1.0,holm,0.978,0.725025297425581
motion_combo,angacc+angvel+linvel,angvel+linacc,True,True,-0.8742959144143732,4.0,two-sided,0.431309611243973,1.0,holm,0.532,-0.3487289035006521
motion_combo,angacc+angvel+linvel,angvel+linacc+linvel,True,True,-1.6799143244190318,4.0,two-sided,0.16827180044069157,1.0,holm,0.954,-0.8158484800356766
motion_combo,angacc+angvel+linvel,angvel+linvel,True,True,1.0942827908781696,4.0,two-sided,0.3353049690493873,1.0,holm,0.614,0.33028722952036565
motion_combo,angacc+angvel+linvel,linacc,True,True,0.36154875186438046,4.0,two-sided,0.7359781138479913,1.0,holm,0.42,0.12739056180957783
motion_combo,angacc+angvel+linvel,linacc+linvel,True,True,0.010896360827524362,4.0,two-sided,0.9918279315187322,1.0,holm,0.397,0.0037468886176303473
motion_combo,angacc+angvel+linvel,linvel,True,True,0.6592914982066729,4.0,two-sided,0.5457319763637307,1.0,holm,0.472,0.25902943395050304
motion_combo,angacc+linacc,angacc+linacc+linvel,True,True,-2.4127428296858677,4.0,two-sided,0.0733366656640644,1.0,holm,1.692,-0.7117212094831549
motion_combo,angacc+linacc,angacc+linvel,True,True,0.26442997781861133,4.0,two-sided,0.8045144941549285,1.0,holm,0.409,0.07751386031417186
motion_combo,angacc+linacc,angvel,True,True,1.5229826905028514,4.0,two-sided,0.20242905716475793,1.0,holm,0.844,0.7644245084967114
motion_combo,angacc+linacc,angvel+linacc,True,True,-1.2383738449459203,4.0,two-sided,0.28328829061758226,1.0,holm,0.68,-0.3738160145898414
motion_combo,angacc+linacc,angvel+linacc+linvel,True,True,-1.8336939067038036,4.0,two-sided,0.1406234145289848,1.0,holm,1.077,-0.8737346436599105
motion_combo,angacc+linacc,angvel+linvel,True,True,0.846009148323764,4.0,two-sided,0.44518936065539105,1.0,holm,0.523,0.34177991390784734
motion_combo,angacc+linacc,linacc,True,True,0.3247667972906129,4.0,two-sided,0.7616330191773577,1.0,holm,0.415,0.12861538983980145
motion_combo,angacc+linacc,linacc+linvel,True,True,0.004945053361661314,4.0,two-sided,0.996291228873027,1.0,holm,0.397,0.0018458517063664212
motion_combo,angacc+linacc,linvel,True,True,0.5119589380095628,4.0,two-sided,0.6356493805740646,1.0,holm,0.442,0.2640835946589032
motion_combo,angacc+linacc+linvel,angacc+linvel,True,True,5.514751945425056,4.0,two-sided,0.005276861016093356,0.5540704066898023,holm,11.197,1.1204423924602172
motion_combo,angacc+linacc+linvel,angvel,True,True,3.6855986094485393,4.0,two-sided,0.021100019193629155,1.0,holm,4.114,2.018022271554092
motion_combo,angacc+linacc+linvel,angvel+linacc,True,True,3.246925703775128,4.0,two-sided,0.03146706398929637,1.0,holm,3.088,0.5168573669173764
motion_combo,angacc+linacc+linvel,angvel+linacc+linvel,True,True,-0.5988132656714719,4.0,two-sided,0.581558994607024,1.0,holm,0.459,-0.17885858961519388
motion_combo,angacc+linacc+linvel,angvel+linvel,True,True,3.4225159520395447,4.0,two-sided,0.026718401687879402,1.0,holm,3.472,1.1474206400521387
motion_combo,angacc+linacc+linvel,linacc,True,True,1.5253788484431674,4.0,two-sided,0.2018570558240566,1.0,holm,0.845,0.6294769811035559
motion_combo,angacc+linacc+linvel,linacc+linvel,True,True,1.681326563533825,4.0,two-sided,0.16799322372956232,1.0,holm,0.955,0.5875478755877893
motion_combo,angacc+linacc+linvel,linvel,True,True,1.7360164557149895,4.0,two-sided,0.1575700791376178,1.0,holm,0.997,0.8287895432009601
motion_combo,angacc+linvel,angvel,True,True,2.491993004096597,4.0,two-sided,0.06734065303727042,1.0,holm,1.797,0.9618717816922202
motion_combo,angacc+linvel,angvel+linacc,True,True,-2.4575650057348435,4.0,two-sided,0.06987414759427013,1.0,holm,1.75,-0.6635597556816332
motion_combo,angacc+linvel,angvel+linacc+linvel,True,True,-3.1825041372614615,4.0,two-sided,0.033454990523845575,1.0,holm,2.956,-1.449896643325352
motion_combo,angacc+linvel,angvel+linvel,True,True,0.933966446980306,4.0,two-sided,0.4031944912862657,1.0,holm,0.552,0.3441412225022286
motion_combo,angacc+linvel,linacc,True,True,0.18863165538569307,4.0,two-sided,0.8595652856895468,1.0,holm,0.403,0.09025604107974018
motion_combo,angacc+linvel,linacc+linvel,True,True,-0.146349097631549,4.0,two-sided,0.8907252066287361,1.0,holm,0.401,-0.061472988390212174
motion_combo,angacc+linvel,linvel,True,True,0.4868057883638395,4.0,two-sided,0.6518667740570194,1.0,holm,0.438,0.2414735965123118
motion_combo,angvel,angvel+linacc,True,True,-2.747407173137508,4.0,two-sided,0.05151152696794573,1.0,holm,2.172,-1.630784268875059
motion_combo,angvel,angvel+linacc+linvel,True,True,-3.5421264583954604,4.0,two-sided,0.023967542360583922,1.0,holm,3.754,-2.4264991315281446
motion_combo,angvel,angvel+linvel,True,True,-0.7400745856382966,4.0,two-sided,0.5003386550265321,1.0,holm,0.493,-0.36769263068059804
motion_combo,angvel,linacc,True,True,-0.6298038354994565,4.0,two-sided,0.563006660815009,1.0,holm,0.466,-0.3862954919055509
motion_combo,angvel,linacc+linvel,True,True,-1.0685558370670434,4.0,two-sided,0.34546726401264904,1.0,holm,0.603,-0.6301750116649347
motion_combo,angvel,linvel,True,True,-0.5240869479902148,4.0,two-sided,0.6279163531684562,1.0,holm,0.444,-0.2794776648016376
motion_combo,angvel+linacc,angvel+linacc+linvel,True,True,-2.432251180917524,4.0,two-sided,0.07180622714330458,1.0,holm,1.717,-0.7850400001757935
motion_combo,angvel+linacc,angvel+linvel,True,True,1.8079202485482846,4.0,two-sided,0.14489726279654577,1.0,holm,1.055,0.815322913900444
motion_combo,angvel+linacc,linacc,True,True,0.847229174597768,4.0,two-sided,0.4445833642359359,1.0,holm,0.524,0.39632654924535915
motion_combo,angvel+linacc,linacc+linvel,True,True,0.707029254329533,4.0,two-sided,0.5185618342209304,1.0,holm,0.484,0.3067883808585152
motion_combo,angvel+linacc,linvel,True,True,1.0368107584119308,4.0,two-sided,0.3583865785930634,1.0,holm,0.591,0.5778980938860461
motion_combo,angvel+linacc+linvel,angvel+linvel,True,True,3.230027798604499,4.0,two-sided,0.031974697611497876,1.0,holm,3.053,1.341372336223596
motion_combo,angvel+linacc+linvel,linacc,True,True,1.6165634512947833,4.0,two-sided,0.18127871651847718,1.0,holm,0.907,0.725605079218756
motion_combo,angvel+linacc+linvel,linacc+linvel,True,True,1.6626161347362183,4.0,two-sided,0.17172359525838032,1.0,holm,0.941,0.7071490513302034
motion_combo,angvel+linacc+linvel,linvel,True,True,1.884652294382283,4.0,two-sided,0.1325667272141134,1.0,holm,1.121,0.942132854052019
motion_combo,angvel+linvel,linacc,True,True,-0.4498035175378834,4.0,two-sided,0.6761506243995425,1.0,holm,0.432,-0.12616880282802054
motion_combo,angvel+linvel,linacc+linvel,True,True,-1.5005711595564497,4.0,two-sided,0.2078596799217005,1.0,holm,0.829,-0.2944955668083259
motion_combo,angvel+linvel,linvel,True,True,-0.03752359380174336,4.0,two-sided,0.9718655569070731,1.0,holm,0.398,-0.007933823585991802
motion_combo,linacc,linacc+linvel,True,True,-0.7746354432941748,4.0,two-sided,0.4817969104037613,1.0,holm,0.502,-0.11683376943418046
motion_combo,linacc,linvel,True,True,0.37536712014845486,4.0,two-sided,0.7264440921083636,1.0,holm,0.421,0.10319609384362
motion_combo,linacc+linvel,linvel,True,True,0.9097768375177997,4.0,two-sided,0.4144023437227686,1.0,holm,0.544,0.23862635953781666
